"emp_no","first_name","last_name","title","from_date","to_date"
243208,"Sachin","Biros","Senior Staff","2002-06-13","9999-01-01"
243213,"Malu","Kusakabe","Senior Staff","1993-06-01","9999-01-01"
243215,"Yakichi","Bain","Senior Staff","1996-12-22","9999-01-01"
243255,"Ghassan","Rosca","Staff","1996-09-15","9999-01-01"
243470,"Paloma","Tyugu","Senior Staff","1997-08-20","9999-01-01"
243478,"Ekawit","DasSarma","Senior Staff","1995-06-17","9999-01-01"
243487,"Ottavia","Makinen","Senior Staff","1992-04-07","9999-01-01"
243510,"Paraskevi","Detkin","Senior Engineer","1993-08-21","9999-01-01"
243516,"Ohad","Siochi","Senior Engineer","1998-07-24","9999-01-01"
243564,"Aran","Schiper","Senior Engineer","1993-02-26","9999-01-01"
243589,"Rasiah","Walstra","Senior Engineer","1998-01-24","9999-01-01"
243592,"Radhia","Frolund","Senior Staff","2002-04-02","9999-01-01"
243639,"Sreekrishna","Smeets","Senior Engineer","1992-02-27","9999-01-01"
243695,"Harngdar","Stasinski","Senior Engineer","1992-01-19","9999-01-01"
243766,"Xinyu","Oppitz","Engineer","1995-11-22","9999-01-01"
243799,"Kiam","Chaudhury","Senior Staff","1993-03-10","9999-01-01"
243805,"Ramzi","Vecchi","Senior Staff","1990-03-20","9999-01-01"
243811,"Heather","Openshaw","Senior Engineer","1993-04-25","9999-01-01"
243829,"Seongbae","Thiria","Engineer","1995-11-07","9999-01-01"
243845,"Selwyn","Larfeldt","Engineer","1994-11-04","9999-01-01"
243891,"Shan","Rodite","Senior Staff","1988-03-30","9999-01-01"
243895,"Pranas","Serra","Senior Engineer","1996-04-18","9999-01-01"
243948,"Macha","Ducloy","Engineer","1995-05-11","9999-01-01"
243958,"Dipayan","Leuchs","Technique Leader","1991-09-08","9999-01-01"
244072,"Chiranjit","Demke","Senior Staff","1997-10-19","9999-01-01"
244086,"Nitsan","Hiroyama","Senior Engineer","1993-06-19","9999-01-01"
244113,"Navin","Terwilliger","Senior Engineer","1997-08-29","9999-01-01"
244130,"Mingzeng","Swab","Staff","1995-12-29","9999-01-01"
244172,"Karoline","Thibadeau","Technique Leader","1996-02-28","9999-01-01"
244177,"Tzu","Champarnaud","Staff","1998-06-27","9999-01-01"
244360,"Mountaz","Swiler","Senior Engineer","1998-10-26","9999-01-01"
244462,"Rafael","Heystek","Senior Staff","1989-11-23","9999-01-01"
244566,"Jacopo","Soloway","Senior Engineer","1988-11-24","9999-01-01"
244579,"Sasan","Zhiwei","Senior Engineer","1994-11-07","9999-01-01"
244591,"Akemi","Sambasivam","Senior Staff","1985-06-19","9999-01-01"
244614,"Vasilis","Matzel","Technique Leader","1989-12-14","9999-01-01"
244661,"Idoia","Parfitt","Senior Engineer","1999-10-02","9999-01-01"
244675,"Aloys","Barreiro","Engineer","1995-09-18","9999-01-01"
244746,"Arvin","Chaudhuri","Senior Staff","1994-12-14","9999-01-01"
244750,"Gaurav","Kamble","Technique Leader","1988-10-17","9999-01-01"
244780,"Domenico","Itzfeldt","Engineer","1998-11-01","9999-01-01"
244860,"Florina","Salverda","Engineer","1995-07-29","9999-01-01"
244911,"Xudong","Sanella","Staff","1996-01-20","9999-01-01"
244946,"Abdelghani","Lubachevsky","Senior Engineer","1985-10-04","9999-01-01"
245010,"Xiaoheng","Kabayashi","Senior Engineer","1994-04-20","9999-01-01"
245022,"Gen","Xiaoshan","Senior Staff","1992-09-29","9999-01-01"
245062,"Jayesh","Cyne","Technique Leader","1987-06-14","9999-01-01"
245065,"Ioana","Rosar","Senior Staff","1997-04-14","9999-01-01"
245112,"Val","Naudin","Senior Engineer","1987-09-10","9999-01-01"
245257,"Bernardo","Schiper","Senior Engineer","1990-05-20","9999-01-01"
245258,"Arra","Erol","Senior Staff","1992-04-15","9999-01-01"
245350,"Tadanori","Greibach","Technique Leader","1986-12-15","9999-01-01"
245363,"Ewing","Pollock","Senior Staff","1990-08-07","9999-01-01"
245373,"Sivanarayana","Spell","Senior Engineer","1995-09-19","9999-01-01"
245398,"Kazuhisa","Berstel","Engineer","1997-03-04","9999-01-01"
245517,"Keiichiro","Koshiba","Senior Engineer","1985-10-03","9999-01-01"
245528,"Kristinn","Baumann","Staff","1995-09-07","9999-01-01"
245530,"Mayuko","Poulakidas","Senior Engineer","1993-08-24","9999-01-01"
245535,"Xinan","Reeken","Technique Leader","1985-09-17","9999-01-01"
245565,"Basant","Yeung","Senior Staff","1995-03-29","9999-01-01"
245567,"Khaled","Anguita","Senior Staff","1996-09-08","9999-01-01"
245590,"Doowon","Honglei","Senior Engineer","1994-04-03","9999-01-01"
245634,"Berry","Hatcliff","Senior Engineer","1986-03-07","9999-01-01"
245740,"Arun","Pelz","Senior Staff","1990-09-11","9999-01-01"
245790,"Yongmao","Alblas","Senior Staff","1991-12-26","9999-01-01"
245837,"Poorav","Kermarrec","Senior Engineer","1996-10-01","9999-01-01"
245886,"Frederique","Herath","Assistant Engineer","1999-06-15","9999-01-01"
245920,"Baoqiu","Nishimukai","Senior Staff","1994-11-29","9999-01-01"
245953,"Xiaoqiang","Azuma","Technique Leader","1986-08-23","9999-01-01"
245969,"Akhilish","Kushner","Senior Staff","2002-04-04","9999-01-01"
245997,"Zhongwei","Rusterholz","Senior Staff","1998-09-25","9999-01-01"
246062,"Divier","Codenie","Senior Engineer","2000-10-20","9999-01-01"
246101,"Karoline","Sherertz","Senior Staff","1987-03-23","9999-01-01"
246103,"Muneo","Chinal","Senior Engineer","1994-03-11","9999-01-01"
246149,"Guangming","Fargier","Senior Engineer","1996-07-10","9999-01-01"
246155,"Phillip","Peak","Senior Staff","1991-03-12","9999-01-01"
246207,"Sumali","Piazza","Senior Engineer","1998-05-20","9999-01-01"
246224,"Kenton","Griswold","Senior Engineer","1993-04-12","9999-01-01"
246249,"Jamaludin","Remmele","Senior Engineer","1999-07-01","9999-01-01"
246320,"Michaela","Bage","Engineer","2000-09-02","9999-01-01"
246356,"Koldo","Pagter","Senior Engineer","1988-03-23","9999-01-01"
246392,"Toshimo","Tyugu","Senior Staff","1998-01-17","9999-01-01"
246505,"Hugo","Byoun","Senior Staff","2002-01-10","9999-01-01"
246510,"Chinho","Zedlitz","Engineer","1999-12-27","9999-01-01"
246511,"Kokou","Pelz","Senior Engineer","1994-08-29","9999-01-01"
246513,"Magy","Parhami","Senior Engineer","1987-04-29","9999-01-01"
246559,"Gian","Rissanen","Senior Staff","2001-09-29","9999-01-01"
246590,"Vesna","Panwar","Senior Engineer","1998-01-25","9999-01-01"
246600,"Visit","Chachaty","Senior Staff","1988-12-24","9999-01-01"
246639,"Sergi","Schiettecatte","Senior Engineer","1998-04-14","9999-01-01"
246658,"Hatim","Nitsche","Senior Engineer","1993-06-21","9999-01-01"
246756,"Suvo","Schwartzburd","Senior Staff","1993-05-18","9999-01-01"
246775,"Jixiang","Kamber","Senior Staff","1996-08-31","9999-01-01"
246783,"Sariel","Garigliano","Senior Staff","1987-07-14","9999-01-01"
246834,"Gladys","Dusink","Senior Staff","1993-04-23","9999-01-01"
246839,"Zhanqiu","Yoshimura","Senior Engineer","1987-07-24","9999-01-01"
246901,"Khue","Heinisuo","Senior Engineer","1988-05-24","9999-01-01"
246957,"Juichirou","Gini","Senior Engineer","1997-04-04","9999-01-01"
246997,"Jaewon","Aloia","Senior Staff","1992-06-14","9999-01-01"
247055,"Fan","Peris","Senior Engineer","1995-04-18","9999-01-01"
247116,"Adil","Lambe","Senior Engineer","1996-09-04","9999-01-01"
247168,"Taisook","Barriga","Technique Leader","1993-09-21","9999-01-01"
247210,"Guoxiang","Kuzuoka","Senior Staff","1993-01-20","9999-01-01"
247299,"Yinlin","Whitcomb","Senior Engineer","1987-07-15","9999-01-01"
247315,"Fei","Lorho","Senior Staff","1995-08-07","9999-01-01"
247410,"Arif","Spataro","Engineer","2000-01-29","9999-01-01"
247411,"Anyuan","Hedayat","Senior Staff","1991-02-14","9999-01-01"
247453,"Khoa","Flasterstein","Senior Staff","1994-07-26","9999-01-01"
247485,"Mrinalini","Luby","Senior Staff","1995-11-08","9999-01-01"
247518,"Yefim","Siprelle","Senior Engineer","1986-05-16","9999-01-01"
247540,"Parviz","Murthy","Staff","1998-02-19","9999-01-01"
247590,"Venkatesan","Chinen","Senior Engineer","1993-07-11","9999-01-01"
247634,"Shiv","Axelband","Engineer","2002-02-01","9999-01-01"
247645,"Feiyu","Sundgren","Engineer","1998-05-22","9999-01-01"
247681,"Alejandra","Muniz","Senior Engineer","1993-09-05","9999-01-01"
247702,"Elzbieta","Vidal","Technique Leader","1991-02-12","9999-01-01"
247714,"Vivian","Swist","Senior Staff","2000-03-13","9999-01-01"
247715,"Harjit","Scharstein","Senior Staff","1997-04-18","9999-01-01"
247731,"Khatoun","Kopetz","Engineer","1997-06-22","9999-01-01"
247761,"Kazunori","Bresenham","Senior Engineer","1996-09-18","9999-01-01"
247855,"Shao","Yamaashi","Senior Staff","1993-03-07","9999-01-01"
247877,"Amabile","Jarecki","Senior Staff","2000-09-11","9999-01-01"
247878,"Doohun","Peha","Senior Staff","2002-01-03","9999-01-01"
247898,"Karoline","Krohn","Senior Staff","1994-11-24","9999-01-01"
247900,"Tuval","Denis","Senior Engineer","1985-12-14","9999-01-01"
247942,"Marjo","Merle","Engineer","1997-09-13","9999-01-01"
247963,"Charlene","Back","Senior Engineer","1995-10-28","9999-01-01"
248056,"Suzette","Kroha","Senior Engineer","2000-11-23","9999-01-01"
248083,"Zdislav","Wielonsky","Technique Leader","1999-08-15","9999-01-01"
248172,"Alassane","Couchot","Senior Staff","1993-08-15","9999-01-01"
248219,"Parviz","Levasseur","Senior Engineer","1993-04-22","9999-01-01"
248295,"Francesca","Rathonyi","Senior Staff","1991-10-28","9999-01-01"
248303,"Subir","Hambrick","Senior Engineer","1996-02-03","9999-01-01"
248336,"Amstein","Vitiello","Senior Staff","2002-07-28","9999-01-01"
248340,"Maris","Dalphin","Engineer","1996-11-23","9999-01-01"
248374,"Dipankar","Speckmann","Senior Engineer","1994-04-30","9999-01-01"
248443,"Zengping","Melton","Senior Staff","1995-09-13","9999-01-01"
248454,"Seongbae","Swab","Senior Staff","2001-11-11","9999-01-01"
248456,"Jinpo","Brender","Senior Staff","1997-06-07","9999-01-01"
248475,"Masoud","Wursthorn","Senior Engineer","1996-01-22","9999-01-01"
248542,"Pranay","Hitomi","Senior Engineer","1996-11-15","9999-01-01"
248614,"True","Rodiger","Staff","1996-07-22","9999-01-01"
248631,"Sungwon","Pezzoli","Senior Staff","1994-12-25","9999-01-01"
248686,"Danil","Awdeh","Senior Staff","1995-10-27","9999-01-01"
248710,"Fabrizio","Hockney","Senior Staff","1989-02-17","9999-01-01"
248743,"Leif","Bahr","Senior Engineer","1993-03-27","9999-01-01"
248871,"Bokyung","Ozeki","Senior Staff","1994-09-02","9999-01-01"
248885,"Xiong","Kieras","Senior Staff","1993-05-12","9999-01-01"
248888,"Chikara","Thiran","Senior Engineer","1995-06-12","9999-01-01"
248951,"Matt","Zultner","Engineer","1998-10-13","9999-01-01"
248994,"Heping","Picaronny","Senior Staff","1988-08-17","9999-01-01"
249011,"JoAnne","Fargier","Senior Staff","1995-07-27","9999-01-01"
249227,"Manton","Chorvat","Engineer","1998-03-01","9999-01-01"
249238,"Khaled","Lampe","Senior Staff","1999-01-28","9999-01-01"
249276,"Arra","Matheson","Senior Staff","1991-03-24","9999-01-01"
249324,"Chinya","Androutsos","Engineer","1998-07-11","9999-01-01"
249387,"Geraldo","Bharadwaj","Senior Staff","1994-11-11","9999-01-01"
249410,"Caolyn","Comyn","Assistant Engineer","1998-05-04","9999-01-01"
249411,"Kwan","Gulik","Senior Staff","1994-03-27","9999-01-01"
249468,"Yakkov","Ibel","Senior Staff","1993-07-08","9999-01-01"
249506,"Alagu","Braunschweig","Senior Staff","1991-08-29","9999-01-01"
249507,"Tommaso","Sommer","Senior Staff","1991-03-22","9999-01-01"
249548,"Freyja","Jiafu","Engineer","1999-05-29","9999-01-01"
249591,"Shaw","Mersereau","Senior Engineer","1991-04-15","9999-01-01"
249602,"Feiyu","Munos","Senior Staff","1994-09-21","9999-01-01"
249642,"Yonghong","dAstous","Senior Engineer","1988-10-30","9999-01-01"
249708,"Anoosh","Orlowski","Technique Leader","1994-10-23","9999-01-01"
249711,"Georg","Zambonelli","Senior Staff","1998-04-20","9999-01-01"
249720,"Dipayan","Strehl","Senior Staff","1998-08-09","9999-01-01"
249732,"Kolar","Hiroyama","Senior Staff","1993-03-12","9999-01-01"
249736,"Mari","Polajnar","Technique Leader","1992-12-05","9999-01-01"
249758,"Serge","Klerer","Technique Leader","1988-04-17","9999-01-01"
249763,"Josyula","Feldmann","Senior Staff","2001-06-24","9999-01-01"
249805,"Kitty","Bazzichi","Senior Engineer","2000-10-19","9999-01-01"
249809,"Xuejun","Peot","Senior Staff","1985-09-18","9999-01-01"
249852,"Ziya","Schade","Senior Staff","1993-09-17","9999-01-01"
249863,"Masali","Chiola","Senior Staff","1999-04-10","9999-01-01"
249880,"Zito","Eickenmeyer","Senior Engineer","1991-10-22","9999-01-01"
249900,"Kasturi","Janocha","Senior Engineer","1993-09-23","9999-01-01"
249907,"Odoardo","Kumaresan","Technique Leader","1995-12-04","9999-01-01"
249979,"Cullen","Pearson","Senior Engineer","1996-07-22","9999-01-01"
250006,"Deborah","Spataro","Senior Staff","1994-12-09","9999-01-01"
250079,"Fusako","Bouloucos","Senior Staff","1995-12-25","9999-01-01"
250117,"Minghong","Mahnke","Senior Staff","1996-09-28","9999-01-01"
250241,"Chuanti","Shigei","Senior Staff","2001-07-06","9999-01-01"
250244,"Shunichi","Muntz","Senior Staff","1987-11-14","9999-01-01"
250376,"Boutros","Leijenhorst","Senior Staff","1986-10-26","9999-01-01"
250454,"Paddy","Bardell","Engineer","1994-07-29","9999-01-01"
250470,"Nimmagadda","Barvinok","Senior Staff","1988-09-25","9999-01-01"
250472,"Zhilian","Yamaashi","Senior Staff","2001-05-21","9999-01-01"
250473,"Miomir","Raoux","Staff","1996-02-09","9999-01-01"
250493,"Woody","Aloisi","Senior Staff","1988-03-07","9999-01-01"
250499,"Arif","Aseltine","Senior Staff","1996-03-09","9999-01-01"
250528,"Abdulla","Barvinok","Senior Staff","1988-09-19","9999-01-01"
250558,"Isaac","Esposito","Senior Engineer","1995-06-06","9999-01-01"
250580,"Dietrich","Reinhart","Senior Engineer","1997-08-27","9999-01-01"
250629,"Salvador","Limongiello","Senior Engineer","2001-03-08","9999-01-01"
250652,"Eran","Brendel","Senior Staff","1996-12-28","9999-01-01"
250675,"Vasiliy","Staelin","Senior Engineer","1994-10-02","9999-01-01"
250711,"Rosine","Koshiba","Senior Staff","1992-08-01","9999-01-01"
250714,"Boaz","Conte","Senior Engineer","1992-09-26","9999-01-01"
250716,"Guoxiang","Denos","Senior Staff","1993-04-21","9999-01-01"
250791,"Halsur","Orlowski","Technique Leader","1986-03-15","9999-01-01"
250799,"Badri","Homond","Senior Staff","1992-10-04","9999-01-01"
250854,"LiMin","Luders","Senior Engineer","1991-05-27","9999-01-01"
250883,"Eishiro","Fendler","Senior Staff","2000-07-01","9999-01-01"
250884,"Jeanne","Pepe","Senior Staff","1999-04-15","9999-01-01"
250886,"Kagan","Busillo","Senior Staff","2002-03-06","9999-01-01"
250934,"Jingling","Buchter","Senior Engineer","1999-10-01","9999-01-01"
250971,"Sarita","Sankaranarayanan","Senior Staff","1987-02-06","9999-01-01"
251002,"Aksel","Belinskaya","Senior Staff","1995-11-05","9999-01-01"
251013,"Sugwoo","Pietracaprina","Technique Leader","1998-09-12","9999-01-01"
251026,"Shan","Whitcomb","Engineer","1998-08-03","9999-01-01"
251043,"Kazuhisa","Barinka","Senior Staff","1992-11-23","9999-01-01"
251068,"Aral","Angelopoulos","Senior Engineer","1994-08-04","9999-01-01"
251085,"Ronnie","Vecchio","Senior Engineer","1993-09-13","9999-01-01"
251124,"Owen","Akiyama","Senior Staff","1996-05-10","9999-01-01"
251149,"Uli","Serra","Senior Engineer","1987-10-03","9999-01-01"
251200,"Kaijung","Birdsall","Engineer","1997-12-24","9999-01-01"
251261,"Suzette","McAffer","Senior Staff","1987-01-03","9999-01-01"
251262,"Kensei","Conry","Senior Engineer","1999-09-06","9999-01-01"
251268,"Gor","Morrey","Senior Staff","1995-03-23","9999-01-01"
251324,"Yaghout","Schiettecatte","Senior Staff","1999-01-17","9999-01-01"
251327,"Bodh","McAlpine","Senior Staff","1988-07-11","9999-01-01"
251384,"Sreekrishna","Cmelik","Senior Staff","1999-04-13","9999-01-01"
251388,"Pantung","Fendler","Senior Engineer","1993-09-06","9999-01-01"
251404,"Ipke","Schapire","Senior Staff","1993-11-03","9999-01-01"
251419,"True","Frolund","Senior Engineer","1995-05-21","9999-01-01"
251464,"Junichi","Talmon","Senior Staff","1993-06-29","9999-01-01"
251470,"Sadegh","Mungall","Senior Engineer","1992-10-05","9999-01-01"
251478,"Kamakshi","Maquelin","Senior Engineer","1993-04-11","9999-01-01"
251565,"Gill","Vuskovic","Senior Staff","1992-11-06","9999-01-01"
251684,"Tetsushi","Coorg","Senior Staff","1998-07-05","9999-01-01"
251687,"Jordanka","Honglei","Senior Engineer","1993-11-27","9999-01-01"
251720,"Tadanori","Birke","Engineer","1994-09-24","9999-01-01"
251804,"Shir","Akaboshi","Assistant Engineer","1997-02-22","9999-01-01"
251812,"Doohun","Suomi","Staff","1998-01-22","9999-01-01"
251877,"Bojan","Danecki","Engineer","1996-03-10","9999-01-01"
251883,"Trygve","Barreiro","Senior Staff","1993-04-18","9999-01-01"
251921,"Fusako","Mellouli","Senior Engineer","1993-10-12","9999-01-01"
251947,"Jouko","Pluym","Senior Engineer","1994-12-31","9999-01-01"
251959,"Djelloul","Masand","Senior Engineer","1994-02-10","9999-01-01"
251961,"Lidong","Huxford","Senior Engineer","1995-04-30","9999-01-01"
251971,"Harjit","Demke","Senior Engineer","2002-04-02","9999-01-01"
252016,"Hatim","Czaja","Senior Staff","1993-08-19","9999-01-01"
252056,"Arnd","Denny","Senior Staff","1997-03-02","9999-01-01"
252058,"Fusako","Shiratori","Senior Staff","1996-04-18","9999-01-01"
252070,"Valeska","Katalagarianos","Senior Engineer","1998-03-17","9999-01-01"
252166,"Maja","Avouris","Senior Engineer","1996-08-19","9999-01-01"
252198,"Suzette","Hofmeyr","Staff","1999-08-10","9999-01-01"
252224,"True","Heiserman","Senior Engineer","2000-03-16","9999-01-01"
252251,"Shem","Staelin","Senior Engineer","1994-02-08","9999-01-01"
252260,"Clyde","Munos","Senior Engineer","1992-06-25","9999-01-01"
252285,"Fayez","Gustavson","Engineer","1996-03-11","9999-01-01"
252312,"Gonzalo","Simmel","Engineer","1999-09-02","9999-01-01"
252362,"Troy","Dulin","Technique Leader","1987-02-17","9999-01-01"
252378,"Owen","Alvarado","Senior Staff","1991-11-07","9999-01-01"
252407,"Shih","Ritzmann","Senior Engineer","1999-08-21","9999-01-01"
252419,"Akemi","Bhattacharjee","Senior Engineer","2001-08-17","9999-01-01"
252463,"Remmert","Lanteri","Engineer","1999-10-31","9999-01-01"
252476,"Youssef","Deverell","Senior Engineer","1994-03-28","9999-01-01"
252523,"Masami","Schwabacher","Senior Engineer","2000-08-17","9999-01-01"
252545,"Itzchak","Zolotykh","Technique Leader","1985-05-14","9999-01-01"
252607,"Shichao","Brender","Senior Engineer","1997-12-29","9999-01-01"
252650,"Jamaludin","Pramanik","Senior Staff","1994-04-13","9999-01-01"
252653,"Sreenivas","Maraist","Senior Engineer","1994-08-30","9999-01-01"
252701,"Bernice","Penttonen","Senior Engineer","1997-04-26","9999-01-01"
252740,"Mang","Riesenhuber","Senior Engineer","1988-03-27","9999-01-01"
252808,"Steen","Leaver","Senior Engineer","1987-04-03","9999-01-01"
252822,"Gou","Gammage","Staff","1999-07-22","9999-01-01"
252868,"Zhiguo","Strooper","Senior Engineer","1997-01-30","9999-01-01"
252927,"Vitaly","Veeraraghavan","Senior Staff","1991-11-16","9999-01-01"
252948,"Danco","Krupka","Senior Staff","1992-02-23","9999-01-01"
252989,"Stella","Wegerle","Senior Engineer","1998-02-03","9999-01-01"
253047,"Hausi","Manders","Senior Engineer","2001-02-17","9999-01-01"
253066,"Faiza","Kugler","Senior Engineer","1997-01-04","9999-01-01"
253146,"Gou","Pramanik","Senior Staff","1989-03-12","9999-01-01"
253184,"Mokhtar","Riexinger","Senior Staff","1991-03-24","9999-01-01"
253272,"Amalendu","Uehara","Senior Staff","1997-02-18","9999-01-01"
253323,"Gilbert","Lieberherr","Engineer","1995-06-11","9999-01-01"
253325,"Kristine","Ushiama","Senior Engineer","1992-05-30","9999-01-01"
253354,"Takahito","Hofman","Senior Staff","1998-03-04","9999-01-01"
253448,"Luigi","Hettesheimer","Senior Engineer","2000-02-15","9999-01-01"
253457,"Terresa","Stasinski","Senior Engineer","1991-10-16","9999-01-01"
253462,"Menkae","Sooriamurthi","Engineer","2000-12-29","9999-01-01"
253469,"Rafail","Zeleznik","Senior Engineer","2001-04-05","9999-01-01"
253473,"Jamaludin","Crooks","Senior Engineer","1999-12-12","9999-01-01"
253509,"Karsten","Kaminger","Senior Staff","1997-03-01","9999-01-01"
253511,"Qingxiang","Nitta","Senior Engineer","1999-03-13","9999-01-01"
253549,"Tze","Benantar","Senior Staff","1994-02-15","9999-01-01"
253569,"Shaowen","Gopalakrishnan","Senior Staff","1997-02-13","9999-01-01"
253571,"Tomokazu","Deverell","Engineer","2000-10-18","9999-01-01"
253579,"Jeanna","Biron","Senior Staff","1996-04-20","9999-01-01"
253580,"Duri","Suessmith","Senior Engineer","1993-07-04","9999-01-01"
253632,"Pohua","Bresenham","Senior Staff","1987-07-12","9999-01-01"
253636,"Yucel","Itschner","Senior Staff","2001-03-25","9999-01-01"
253648,"Tesuya","Millington","Senior Staff","1999-09-06","9999-01-01"
253650,"Remzi","Loncour","Senior Engineer","1997-04-17","9999-01-01"
253679,"Mingdong","Portugali","Staff","1996-06-27","9999-01-01"
253683,"Shaunak","Egerstedt","Senior Staff","1990-12-21","9999-01-01"
253697,"Zeydy","Nitto","Senior Engineer","1994-02-22","9999-01-01"
253733,"Jiang","Rissland","Senior Staff","1994-07-09","9999-01-01"
253758,"Jouni","Calkin","Senior Engineer","1993-04-19","9999-01-01"
253785,"Eckart","Smailagic","Senior Staff","1987-02-16","9999-01-01"
253805,"Malu","Fargier","Senior Engineer","1993-02-10","9999-01-01"
253820,"Jeong","Conry","Senior Engineer","1999-04-01","9999-01-01"
253828,"Shem","Lubachevsky","Senior Staff","1996-02-29","9999-01-01"
253865,"Fox","Hedayat","Assistant Engineer","1998-04-29","9999-01-01"
253896,"Mayuri","Akiyama","Senior Staff","1999-01-23","9999-01-01"
253911,"Sumant","Siepmann","Senior Engineer","1999-10-09","9999-01-01"
254003,"Alenka","Haumacher","Senior Staff","1987-04-12","9999-01-01"
254167,"Xianlong","Tibblin","Senior Staff","1996-08-02","9999-01-01"
254188,"Larisa","Peltason","Senior Engineer","1992-08-20","9999-01-01"
254293,"Stein","Pardalos","Senior Engineer","1994-12-24","9999-01-01"
254294,"Shridhar","Benzaken","Senior Engineer","1994-07-03","9999-01-01"
254347,"Zine","Schwaller","Senior Engineer","1995-01-23","9999-01-01"
254354,"Martins","Angiulli","Senior Engineer","1994-12-14","9999-01-01"
254408,"Kiyokazu","Pleszkun","Staff","1995-10-13","9999-01-01"
254412,"Akhilish","Vrecion","Senior Engineer","2000-05-24","9999-01-01"
254454,"Uinam","Ponthieu","Senior Staff","1986-12-05","9999-01-01"
254459,"Mart","Gadepally","Senior Engineer","1996-12-01","9999-01-01"
254467,"Shounak","Honiden","Engineer","1995-01-17","9999-01-01"
254488,"Arvind","Benzaken","Senior Staff","1995-04-11","9999-01-01"
254563,"Boaz","Dulin","Senior Staff","1994-06-28","9999-01-01"
254593,"Goa","Morrin","Senior Staff","1992-12-24","9999-01-01"
254614,"Marjo","Plesums","Senior Staff","1991-09-30","9999-01-01"
254694,"Jaques","Chinen","Senior Staff","1998-01-02","9999-01-01"
254713,"Hinrich","Sevcikova","Senior Engineer","1987-10-30","9999-01-01"
254767,"Khosrow","Merro","Senior Engineer","1993-04-17","9999-01-01"
254880,"Tran","Rassart","Senior Staff","2002-06-21","9999-01-01"
254882,"Arunas","Bondorf","Senior Staff","1994-10-10","9999-01-01"
254892,"Cheong","Milicia","Senior Engineer","1991-11-08","9999-01-01"
254906,"Jessie","Baalen","Senior Engineer","1988-05-18","9999-01-01"
254932,"Masato","Cannard","Senior Staff","2001-06-07","9999-01-01"
254950,"Sachar","Moffat","Senior Engineer","1993-05-03","9999-01-01"
254985,"Maha","Casperson","Senior Engineer","1994-06-24","9999-01-01"
255004,"Selwyn","Coorg","Senior Engineer","1998-05-22","9999-01-01"
255010,"Taiji","Denis","Engineer","1998-01-06","9999-01-01"
255059,"Tse","Kawashima","Engineer","1994-05-07","9999-01-01"
255092,"Jenwei","Sinicrope","Senior Staff","1999-02-14","9999-01-01"
255115,"DAIDA","Gulla","Senior Staff","1994-01-31","9999-01-01"
255132,"Yifei","Turnbull","Senior Staff","1999-11-16","9999-01-01"
255177,"Valeri","Baca","Senior Engineer","1985-10-13","9999-01-01"
255247,"Taisook","Seghrouchni","Senior Staff","1995-09-16","9999-01-01"
255248,"Rosita","Pellegrinelli","Senior Engineer","1997-05-23","9999-01-01"
255361,"Aamer","Spell","Assistant Engineer","1995-08-21","9999-01-01"
255517,"Niranjan","Schade","Senior Staff","1991-01-16","9999-01-01"
255534,"Kauko","Ananiadou","Senior Staff","1990-08-08","9999-01-01"
255535,"Visit","Panwar","Senior Engineer","1993-06-16","9999-01-01"
255546,"Froduald","Kroll","Staff","1998-03-28","9999-01-01"
255620,"Mani","Tiemann","Staff","1997-10-15","9999-01-01"
255647,"Akemi","Smailagic","Technique Leader","1992-07-21","9999-01-01"
255673,"Yinlin","Crooks","Engineer","1995-04-29","9999-01-01"
255717,"Hein","Walstra","Senior Staff","1988-12-08","9999-01-01"
255774,"Taiji","Lagarias","Senior Engineer","1988-10-09","9999-01-01"
255778,"Manton","Rodier","Senior Engineer","1993-09-14","9999-01-01"
255828,"Akemi","Kilgore","Senior Engineer","2001-03-20","9999-01-01"
255836,"Pranjal","Nollmann","Technique Leader","1992-04-21","9999-01-01"
255837,"Shigeo","Neimat","Engineer","1998-02-11","9999-01-01"
255858,"Monique","Marzano","Staff","1996-09-05","9999-01-01"
255902,"Elvia","Businaro","Senior Engineer","1991-12-16","9999-01-01"
255914,"Vivian","Hutton","Senior Staff","1995-02-13","9999-01-01"
255989,"Srinidhi","Couchot","Senior Engineer","2001-03-27","9999-01-01"
255997,"Ugo","Cincotta","Engineer","1999-01-02","9999-01-01"
256013,"Visit","Nitto","Senior Staff","1996-10-30","9999-01-01"
256041,"Yishay","Tomescu","Senior Engineer","1991-07-24","9999-01-01"
256099,"Kersti","Alencar","Senior Engineer","1995-12-19","9999-01-01"
256137,"Beshir","Kamble","Staff","1999-04-11","9999-01-01"
256149,"Tonia","Hiltgen","Senior Staff","1994-01-09","9999-01-01"
256175,"Hidefumi","Tokunaga","Senior Engineer","1995-12-13","9999-01-01"
256256,"Sachem","Siprelle","Senior Engineer","1987-05-22","9999-01-01"
256277,"Khaled","Genther","Staff","1995-08-31","9999-01-01"
256299,"Chikako","Middleton","Senior Staff","1993-05-16","9999-01-01"
256302,"Hercules","Zallocco","Engineer","1998-01-01","9999-01-01"
256391,"Danai","Range","Senior Engineer","1996-05-12","9999-01-01"
256403,"Tua","Mattern","Senior Engineer","1985-09-06","9999-01-01"
256408,"Ortrud","Pollacia","Technique Leader","1985-07-22","9999-01-01"
256416,"Oksana","Beutelspacher","Senior Staff","1997-02-19","9999-01-01"
